CodigoInternoPuntoDescarga,LatitudPuntoDescarga,LongitudPuntoDescarga
30109BI,38.6382,-0.7677
24965354-RUTA1-20,41.3664,2.1646
13434,50.8499,5.998
100587942,43.2,-2.0602
100588987,41.7109,-6.0399
13353_00PE,42.4339,13.9225
100589055,39.4389,-0.3811
100589035,37.9006,-0.9518
100564249,42.1443,-4.0958
24967567-RUTA1-20,41.3664,2.1646
24966657-RUTA1-20,41.3664,2.1646
100589008,40.8147,-0.1661
100560392,40.8704,-5.2276
100589025,43.0117,-7.5572
24966723-RUTA1-20,41.6164,2.2957
24966724-RUTA1-20,41.6164,2.2957
24966722-RUTA1-20,41.6164,2.2957
13022_01PP,0.0,0.0
24966649-RUTA1-20,39.5764,2.6542
24966973-RUTA1-20,41.3664,2.1646
100544577,40.8995,-8.3621
12177_00ST,38.8476,-0.1136
100588976,42.8063,-7.6208
24967506-RUTA1-20,41.3664,2.1646
100589026,41.4929,-2.2197
100589043,36.947,-2.4414
24967372-RUTA1-20,41.3664,2.1646
30109EX,38.3397,-0.5663
91513_03ME,43.7225,1.3266
100563426,36.9589,-5.8001
92408,39.3734,-8.6582
89676SAK,46.5689,0.8841
83827DD,50.8366,6.4618
91513_00FO,49.5439,3.2928
24968078-RUTA1-20,41.3664,2.1646
100586721,43.3416,-0.9991
24967382-RUTA1-20,41.3664,2.1646
100586829,40.7565,-7.0182
100564932,41.3189,-7.1575
13046_01RI,44.9267,9.0052
100588811,38.8865,-7.0682
100583096,40.9821,-2.5915
100588999,38.7172,-6.8298
24967843-RUTA1-20,41.3664,2.1646
24969131-RUTA1-20,41.3664,2.1646
24969132-RUTA1-20,41.3664,2.1646
100589057,42.0213,-4.5445
100584041,38.1318,-1.0522
100588663,43.0767,-8.4072
10411TO2,39.4661,-3.5368
80317,52.0759,6.9262
12248,39.5379,-0.3869
89676_00MA,43.2937,5.4963
90428,52.4515,13.5877
24968086-RUTA1-20,41.3664,2.1646
84315B,45.1191,7.7503
100583991,42.5902,-8.5896
100589075,41.723,0.5692
100515949,40.3098,-3.6966
24966230-RUTA1-20,41.3664,2.1646
24967706-RUTA1-20,41.3664,2.1646
24968790-RUTA1-20,41.3664,2.1646
24966695-RUTA1-20,41.3664,2.1646
100587983,42.0314,2.8887
10411BOT,41.6741,2.0578
13444_01CA,41.7966,1.7831
100572419,43.1421,6.0373
100588959,28.4922,-16.3666
24970221-RUTA1-20,41.3664,2.1646
100522036,43.4599,-8.2558
24969961-RUTA1-20,41.3664,2.1646
100584005,40.9157,-5.6655
100585388,43.0293,-7.7914
100525684,28.4845,-16.3434
C15205,41.1626,1.1689
13485_00RE,51.1809,7.1868
11604,41.3362,2.1097
90491A,41.573,2.245
100564639,36.5959,-6.2294
100589135,37.925,-1.2001
100578181,41.6656,-3.7814
100574712,39.3997,-3.4787
100538844,37.8249,-1.3047
90700,53.711,-1.9091
88219,52.6262,-1.6519
100572765,27.9784,-15.386
24971233-RUTA1-20,41.3664,2.1646
100566343,28.1094,-15.4605
30315B,41.6305,2.1799
400090ST,41.5509,2.1831
100589166,40.3868,-3.9785
92340_00VI,51.4328,5.4841
24971641-RUTA1-20,41.3664,2.1646
91324,44.5879,-0.317
24972844-RUTA1-20,41.3664,2.1646
24971656-RUTA1-20,41.3664,2.1646
24972775-RUTA1-20,41.3664,2.1646
90939_00GL,53.214,18.5536
12462_00RO,43.2506,-2.8997
100586742,44.5263,3.5233
92479,45.6262,9.0114
24972374-RUTA1-20,41.3664,2.1646
100589205,39.083,-4.6104
100588146,42.3607,-1.9413
100582335,43.316,-8.5081
100588885,28.1018,-15.4381
100589054,43.4545,-5.8521
100580844,40.4367,-6.0354
24971633-RUTA1-20,41.3664,2.1646
100589164,41.599,-2.6441
13497,45.9512,4.7563
24972779-RUTA1-20,41.3664,2.1646
100525118,38.2053,-1.0443
24972067-RUTA1-20,41.3664,2.1646
100588064,40.912,-4.1064
100529800,43.5929,2.2179
100589092,0.0,0.0
100578690,39.0636,-3.5371
24973312-RUTA1-20,41.3664,2.1646
100589189,38.9957,-3.1767
24972071-RUTA1-20,41.3664,2.1646
83827PSH,52.1983,9.7897
13455_00LA,51.7545,8.3254
91737,52.4967,-2.0065
24972797-RUTA1-20,41.3664,2.1646
24974021-RUTA1-20,41.3664,2.1646
100588045,37.5653,-1.7676
100575945,28.0984,-15.4753
24972780-RUTA1-20,41.3664,2.1646
24972796-RUTA1-20,41.3664,2.1646
92542_00SR,45.2505,4.3577
100001442,35.8934,-5.321
100580291,42.2285,-2.0886
24972781-RUTA1-20,41.3664,2.1646
24972818-RUTA1-20,41.3664,2.1646
88898,53.8087,9.9745
85436,43.2876,12.736
100588521,28.155,-15.4209
100586667,46.2062,5.1734
100586713,45.4321,5.9994
91513_06VE,45.7023,4.9171
90209A,43.8335,10.6897
100588259,46.0328,13.2418
89390DE07,50.6751,11.5375
100574150,41.5307,2.4157
13481,48.7556,7.9481
100589174,41.4323,-8.0043
90555,49.3544,14.7015
24974481-RUTA1-20,41.3664,2.1646
88869_06ME,38.7847,-9.3467
24975764-RUTA1-20,41.3664,2.1646
100586762,43.4552,6.484
24973773-RUTA1-20,41.3664,2.1646
24975325-RUTA1-20,41.3664,2.1646
24973146-RUTA1-20,41.3664,2.1646
30021,38.7153,-0.6595
100589170,40.2248,-0.931
24974128-RUTA1-20,42.5233,2.8122
92403B,53.4685,-2.1031
24972185-RUTA1-20,41.3664,2.1646
100565257,38.3402,-0.5628
100589260,43.319,-1.8657
90175EKO,45.703,4.8456
89676BB,45.2676,4.112
100587531,28.3421,-16.3799
100571062,45.8374,5.2636
100586627,43.0626,-2.4949
88116,45.4551,10.0866
100575099,43.3618,-8.4431
100532938,27.9793,-15.3908
100589112,28.1106,-15.4953
24977655-RUTA1-20,41.3664,2.1646
100555290,40.9071,-5.1992
13508,40.7892,14.5214
12746_01PI,42.3465,-7.8009
91513_00GA,48.9225,1.4424
24975389-RUTA1-20,41.3664,2.1646
24977612-RUTA1-20,41.3664,2.1646
24975290-RUTA1-20,41.3664,2.1646
100578845,40.0314,-6.6141
88475,45.3773,9.6893
100546571,42.1159,-4.494
24975638-RUTA1-20,41.3664,2.1646
89799INI,45.7569,12.6148
24974830-RUTA1-20,41.3664,2.1646
24975658-RUTA1-20,41.3664,2.1646
88606B,43.1638,-0.498
91568_02MO,50.8504,3.1746
24976233-RUTA1-20,41.3664,2.1646
100589192,36.9746,-5.0371
24976239-RUTA1-20,41.3664,2.1646
100589271,37.9681,-1.2554
10411EB,41.3259,2.1205
30304,38.2479,-0.808
24976248-RUTA1-20,41.3664,2.1646
24977105-RUTA1-20,41.3664,2.1646
24972397-RUTA1-20,41.3664,2.1646
100571778,41.9392,2.8013
10411SOHUR,42.4576,-2.3984
100570230,28.3511,-14.1052
24976726-RUTA1-20,41.3664,2.1646
91817A,40.7735,-8.5944
86025,53.3274,-6.3381
10411BEL,41.6321,1.0023
100586627,43.0813,-2.4983
100567981,43.2676,-5.7962
100589336,41.0329,-6.1972
100546613,41.6789,2.377
13387,47.4321,8.3562
100571408,38.9041,-9.1914
100589331,43.269,-2.3343
100541186,40.7276,-7.9157
90166,45.8246,12.4746
90787RA,44.4404,12.2343
24977932-RUTA1-20,41.3664,2.1646
24979552-RUTA1-20,42.5233,2.8122
10411_09UT,41.3962,2.152
100544061,38.5889,-1.6951
83108A,45.5936,9.6131
100589341,43.5344,-7.2397
100589292,38.738,0.0949
89719B,52.3912,-0.0998
24978294-RUTA1-20,41.3664,2.1646
100550069,28.1413,-15.4249
24979186-RUTA1-20,41.3664,2.1646
100589163,28.6221,-17.7807
84052E,53.4897,-1.1899
24979915-RUTA1-20,41.3664,2.1646
88439B,51.0031,4.0078
12640C,42.0092,-1.6631
12640_01BE,42.7354,-1.6383
87107_00AU,46.981,4.3101
88869J,40.0816,-8.3224
100589380,38.8663,-4.053
100570323,41.4394,2.1543
100533582,43.6924,-7.4416
100589390,38.4617,-0.8194
12609,39.453,-0.4907
24979688-RUTA1-20,41.6164,2.2957
100583050,40.0534,-5.7467
100589381,41.0029,0.374
24979690-RUTA1-20,41.6164,2.2957
100532807,43.344,-5.9737
24979691-RUTA1-20,42.5233,2.8122
100589389,38.8912,-4.0494
100558995,43.0723,-2.9965
88492PT,41.3079,-8.7039
88391_01DU,51.516,10.2357
100589379,40.1067,5.7271
91218_04HE,57.7623,12.9753
100589378,40.5558,-4.9047
70016,39.3999,-8.2245
1206,43.3588,-3.0931
100589400,42.0043,-8.5063
24980730-RUTA1-20,42.5233,2.8122
100589426,39.21,-3.8303
100579160,41.7518,-2.5294
100564932,41.3235,-7.2045
100560835,39.8155,-8.109
100589287,43.4545,-5.8521
13520,50.0631,18.673
90530F,43.6463,6.9526
100571192,39.6009,-0.3016
92133,52.0068,-0.3021
24982274-RUTA1-20,42.5233,2.8122
100579680,42.8184,-2.7876
1445,46.1721,-1.2129
100589374,42.5613,-8.9891
100579104,41.0225,-0.0917
100589443,38.0477,-1.975
87387,45.4883,11.9029
100589480,37.9279,-4.0395
91199_12WO,52.0224,8.5349
100516655,39.6107,-0.3181
24983066-RUTA1-20,41.3664,2.1646
400090,41.5639,2.2445
100589178,45.0147,3.9001
10411_11AL,41.3962,2.152
24982825-RUTA1-20,41.3664,2.1646
100578406,40.8822,-1.3275
92525GOR,45.6565,8.9001
100589483,41.8417,-2.0421
100001200,38.823,-0.5494
100582611,41.989,-7.6007
640644,48.8891,2.1716
100515792,37.1212,-5.4542
91199_11MU,52.0224,8.5349
100589495,37.6107,-5.9945
30109ADE,38.3436,-0.7704
88976,45.3797,9.2223
100547377,43.5929,2.2179
200105871,40.323,-7.5961
100589484,42.5451,-5.5673
100586736,43.7757,-0.6261
89043,45.3014,11.8614
100550435,39.7546,-8.9322
100589546,36.658,-4.5117
100585058,36.6554,-6.1303
82384,40.8873,-8.3843
10285,41.551,2.0249
13526,41.529,1.8679
89676FRA,49.965,1.9373
1602,37.0574,-95.7119
100589556,41.5691,1.6564
100589298,41.7384,0.5596
10411DAP,37.8634,-4.882
12564_00AL,36.1851,-5.4287
13528,56.8124,13.9094
100585528,47.0748,-0.864
100573923,39.1307,-6.8407
24986137-RUTA1-20,41.3664,2.1646
88869D,38.5694,-8.9017
100559806,38.2994,-6.2038
24986577-RUTA1-20,42.5233,2.8122
100589540,41.9849,-6.0281
89676_05CE,48.1296,7.355
100569393,39.2131,-1.0601
90441,48.5139,-3.5868
82012_02LI,50.1598,11.0667
10411NA3,42.7708,-1.6612
92890_00CA,38.6023,-0.6732
100574820,51.0433,3.5911
100589627,37.5238,-6.1708
100550641,27.9932,-15.4157
13299_00MI,45.5213,9.2179
92227_01MA,53.4791,-2.1854
11404,41.6478,2.3123
13081_00SC,52.082,5.4687
13531,41.1581,1.1804
24986906-RUTA1-20,41.3664,2.1646
24989282-RUTA1-20,42.5233,2.8122
24989722-RUTA1-20,41.3664,2.1646
100589668,42.3957,-3.5578
24989341-RUTA1-20,41.3664,2.1646
91199_05SC,52.0224,8.5349
100574320,37.4951,-6.6751
100563862,42.9296,-8.1639
100568436,43.0097,-7.5568
100568208,43.0125,-8.2791
100589627,37.5387,-6.1386
24990694-RUTA1-20,41.3664,2.1646
12144,37.7612,-1.2641
24989695-RUTA1-20,41.3664,2.1646
24990847-RUTA1-20,41.3664,2.1646
24989947-RUTA1-20,41.3664,2.1646
100552806,42.3915,-8.7021
24987795-RUTA1-20,41.3664,2.1646
91550,51.304,7.2515
88579_01SE,41.0636,-8.6213
100518669,39.5183,-1.1528
24989255-RUTA1-20,41.3664,2.1646
100589621,43.298,-3.9957
24989256-RUTA1-20,41.3664,2.1646
100589716,36.6725,-4.4824
88432A,57.1628,13.8432
89390CHZR,49.6494,13.3218
12906,47.0689,-0.8618
100589716,36.6762,-4.4779
40513,42.3546,-7.8667
91774JUC,46.7429,23.5661
100589491,42.0122,2.8255
83902,45.0245,4.4933
24993562-RUTA1-20,42.5233,2.8122
24993559-RUTA1-20,42.5233,2.8122
24993567-RUTA1-20,42.5233,2.8122
24993566-RUTA1-20,42.5233,2.8122
10374A,41.6305,2.1799
87210_01SO,45.5014,9.1261
100577556,41.6821,-4.745
92215,49.8175,15.473
100575090,39.9579,-0.0014
100500131,41.5299,2.2153
100579598,28.2659,-14.0215
24992150-RUTA1-20,41.3664,2.1646
100589746,40.5614,-3.2559
82965BA,39.7468,-8.8647
13467,45.0802,7.3778
13130_00SC,49.9684,11.0271
84569,48.8182,8.3001
91640_00AB,52.7607,6.9116
100572883,38.4846,-0.7709
24995284-RUTA1-20,41.3664,2.1646
100566758,41.1281,-8.5361
100562859,38.3259,-0.7656
92539MIC,46.9859,4.2994
100532995,43.2726,-5.8084
80192,47.9962,10.1777
13488,47.1072,8.3404
100522230,38.2053,-1.0443
100568734,28.489,-13.9729
100564990,46.7045,-1.0617
100552792,43.1354,0.9616
91223F69,45.8684,4.6994
13463,50.8617,3.418
100583830,27.8896,-15.4171
100585519,45.5504,1.437
13544,45.4426,5.0095
24997608-RUTA1-20,41.3664,2.1646
12395EZ5,41.5718,-0.8199
100532763,43.1775,-5.7571
100576116,28.0091,-16.6574
100532767,43.2532,-5.8178
11322TA,41.0975,1.1748
83921LY,49.9656,1.9375
90675,49.3669,2.7444
200100311,38.3421,-0.4784
13515,51.1332,6.438
89613,46.2195,5.6243
13526_00ES,41.552,1.8507
92472,52.0412,0.7488
13561_00SL,40.5929,-4.1411
100587465,40.0254,-2.1091
100576884,43.3681,3.222
24999624-RUTA1-20,42.5233,2.8122
30005,38.0517,-1.2073
100569837,39.3986,-0.3973
100571933,41.1677,0.9745
100544425,43.1649,-8.6889
92189SO,48.7312,11.1883
10411RUT,37.3207,-4.3645
84664B,47.6621,6.4715
100548383,28.5016,-13.864
100589792,51.4522,7.1875
100574465,49.2176,17.6971
13316,43.1536,-4.6236
89395,48.5421,7.565
91463EU,50.6362,6.0082
91886,52.3545,16.81
100589621,43.1753,-3.5945
91149,43.9013,1.8754
83827K,47.6285,8.4159
100548576,43.4324,4.8975
100577491,41.6396,1.8985
100589880,38.8948,-1.7864
100589837,43.1753,-3.5945
100589907,43.3389,-3.0468
92156,51.0104,3.8596
13480,49.0652,9.0424
13568,52.02,6.796
100589877,41.3302,2.1504
100578418,28.1023,-15.4367
100525619,28.9718,-13.5642
88825_00NÖ,48.8646,10.5199
20878,40.6948,-3.606
92357_00BO,48.86,10.3543
100589910,39.2252,-7.0133
88796_00LA,33.6005,-7.5356
88072_01MU,48.2371,9.6463
91199_11HA,52.0224,8.5349
91199_08SO,52.0224,8.5349
100589810,43.3707,-3.095
80557,52.6753,8.2254
100589351,39.9444,-2.825
13196,45.5254,4.9235
89766B,48.077,-1.2655
91199DF,51.4751,12.0073
200105356,36.1408,-5.3536
13554_00LI,48.2944,14.323
100589888,41.6711,-0.8443
12347E08,41.4429,1.9892
100589921,38.7737,0.0802
10411SES,43.3046,-2.9846
10411_13LL,41.3962,2.152
100589814,38.9259,-6.378
100566330,48.9485,2.9272
81568F05,45.7385,5.1558
25003424-RUTA1-20,42.5233,2.8122
100519951,36.9365,-5.9204
1415,28.1471,-15.421
100544065,44.8482,-0.6793
10411_00SE,41.3962,2.152
12484,41.5171,2.2009
12965,45.8018,9.2357
80752B1,45.2761,4.1921
13509,45.6135,9.6814
100585621,43.5271,1.0858
100589939,37.7973,-4.8111
88362A,44.033,2.1374
90927_01OB,52.099,9.3504
20165,42.3005,-7.8443
85464,50.8236,6.2636
92539EUR,50.6477,5.4944
90822,49.134,6.9925
100589299,40.3142,-3.7371
100516669,37.6264,-1.0312
13577,45.6057,9.4562
84674,50.4641,2.5808
87540_05CA,45.7798,9.053
13519,52.2956,4.5792
100544360,44.8238,-0.5249
100544338,44.4281,0.1284
13009,44.2761,23.8957
2250,38.9076,-9.0294
38655,40.4756,-3.6877
11434_00LO,47.2857,5.0396
90474_00MU,48.8827,8.2793
88570_00VI,45.1583,9.0388
100589985,40.7214,0.7385
100547591,41.3365,2.1303
13559,38.6002,-0.5973
100575270,49.3213,1.0546
100527194,36.1821,-5.4341
1436,38.6546,-27.2691
25007167-RUTA1-20,41.6164,2.2957
25007166-RUTA1-20,41.6164,2.2957
100589762,28.3342,-16.3701
12641E31,42.8438,-1.5305
12425_00FO,38.1524,1.1274
92046,45.0039,11.3655
91173,50.1626,11.0624
12711,42.0577,-1.5994
12618_00LA,40.6262,0.3047
100541157,37.597,-8.6419
100589183,41.5691,1.6564
83921C,48.9464,2.6255
10411BC,41.4413,2.2069
40037,43.0543,-2.3333
12391,43.2806,-5.6205
92357_05HE,49.4093,8.6466
12767,38.6147,-0.5797
11434_01AR,40.3018,-3.4651
100590121,37.2293,-7.3676
100540187,43.5444,2.2606
89781,43.6458,12.0663
11335,41.7802,1.8505
90546I31,45.7318,12.4688
13444_00BA,41.402,2.1547
100560860,43.1504,-7.6843
100579912,36.5223,-6.2497
10215_00MA,41.2482,1.7193
88902A,50.6006,2.9791
13580,46.9581,9.5546
100519392,43.1597,-8.6949
100589889,28.486,-16.3881
100588089,39.0637,-0.5451
100572463,36.6398,-5.0852
89676_08SP,45.2461,4.2741
89466,47.8286,13.0021
100590110,28.0117,-15.3871
88568,43.6637,12.0485
13503,51.1673,6.052
100580107,41.3436,-4.7223
100544500,43.4747,-8.2623
100567338,43.4278,-5.8398
11262,42.2926,-7.8125
13586_01OB,51.4843,6.8778
100590166,39.3239,-3.4808
92890_02VI,45.6469,11.4873
10411_14AG,41.3962,2.152
92541,41.8266,-8.435
100590180,37.4645,-5.903
100590148,40.5981,-7.5339
100590115,38.0397,-1.4922
91199_04WE,52.0224,8.5349
100578780,43.2874,-2.9678
13091,50.8669,3.6008
13359,48.2065,10.0782
91199_13WE,52.0224,8.5349
20859,40.4716,-3.4498
92558_00MI,40.4609,-8.7082
100565382,40.9344,-4.1103
100544646,48.0174,2.7487
90040,45.4139,11.0964
83827_01TA,53.2779,9.724
100581292,40.1751,-2.1212
100588047,41.5609,2.2324
11488A,37.9519,-1.1845
100590201,37.4645,-5.903
100590202,39.7524,-0.2229
100575800,43.4386,-3.8958
100577305,36.1691,-5.459
100553284,41.2866,1.2503
91312,45.0095,8.896
10411CAL,41.7325,1.5228
30327,39.5448,-0.3248
25013370-RUTA1-20,42.5233,2.8122
100590205,38.9435,-5.7225
85139_00HA,47.9481,12.2708
100533202,28.5042,-13.8458
92210,49.9603,1.9907
89799ALLE,45.661,9.7147
25013368-RUTA1-20,42.5233,2.8122
86202FR2,47.2853,5.0401
10411E50,41.8302,-0.7652
13598,52.2429,8.7457
13593,53.5988,-2.1632
100524404,28.4949,-16.2153
100552846,28.4252,-16.4915
100583460,28.1611,-15.407
10411_09SJ,41.3962,2.152
100586769,46.6704,-0.165
100590301,47.3225,-2.1606
100544188,38.7132,-9.2831
90644G06,52.2124,-0.2923
91199T,49.4072,10.684
88330_00HE,51.6542,4.3836
200105356,36.1333,-5.35
100570226,28.9652,-13.555
91358_07LU,51.252,7.6024
12640_02WR,51.1474,17.0311
100530912,27.807,-17.9148
13017_00BE,39.0678,-0.5455
100544568,39.6354,-8.7845
92091A,44.5289,4.734
13597_01WE,51.0104,3.8596
100515887,42.417,-2.0701
13601,48.621,7.8593
100541203,39.7012,-8.8283
100573008,27.8633,-15.4139
100560481,50.7649,4.2531
100589491,42.0107,2.8252
92461_04ZA,52.3203,6.6573
84993_01WI,50.0675,5.9815
91690,38.8803,16.4862
100531736,39.2791,-2.5915
13448_00TA,39.9599,-4.9366
100586790,46.4926,-1.729
100515928,40.1213,-3.7837
100583813,43.1416,-8.0383
100587424,41.827,2.8891
100590331,41.8825,-0.7669
100518537,41.0434,-0.1293
100590148,40.6202,-7.5396
100558844,46.3951,5.8641
89676_10LU,48.1296,7.355
100590350,41.5129,-5.6353
25018740-RUTA1-20,41.3664,2.1646
10411_15ME,41.3962,2.152
1430,39.0584,-8.8911
84003,40.8506,-8.4798
87107MEH,47.1489,2.2011
100562345,43.3607,-8.3968
1225,40.909,-4.105
100590361,41.6669,-3.7779
100586678,44.3804,2.6069
100522142,42.8693,-8.3043
89004A,45.6189,9.3616
100563372,43.3048,-8.2751
87107_01JE,50.3005,4.1125
92890VIC,38.7525,-0.6275
87507,45.4884,9.3342
13547,45.2924,4.1722
25021172-RUTA1-20,41.3664,2.1646
100590372,43.7053,-1.0359
82040,53.1112,8.7986
10411_14MO,41.3962,2.152
100537515,43.0312,-7.588
100587138,40.9686,-8.5869
89766B,48.0776,-1.2683
100549397,42.8833,-8.5333
100500164,40.0855,-3.87
89949,43.6966,-1.0302
10383_02BR,37.7075,-3.9727
13563,45.2035,4.0448
100563579,38.8894,-9.1886
100518477,28.4587,-16.259
88439A,50.7955,4.308
100590357,45.1921,0.6875
10285VI,42.7666,-1.6627
100001401,42.1624,-8.6664
100548868,43.5884,5.1085
100531562,43.5448,-6.7559
81662_04KE,50.895,6.6528
13566,51.1317,3.7411
100590460,36.122,-5.4321
100588105,41.1816,1.0451
91913_00MA,45.5052,8.8535
100590451,36.1042,-5.4585
91223_01ME,45.7561,5.0252
89676BB,45.271,4.1166
100564532,50.8266,3.4983
100590456,41.542,2.1275
13462_00BA,54.1047,-9.163
100564844,50.479,3.8822
92529_00TI,51.0322,3.3221
91042A,51.5287,7.7134
25022611-RUTA1-20,41.3664,2.1646
100578025,44.9099,-0.5322
100590490,41.7293,-1.1943
13510,48.4894,10.8686
200107296,37.262,-6.9427
100537000,43.3495,-8.4409
100533144,39.5811,-3.8693
13160_00CO,38.7197,-0.4485
100547692,35.5155,-8.7106
88572,51.3402,6.3353
100559735,43.3436,-5.9755
100590148,40.5963,-7.5318
100552285,46.698,0.1607
100565495,49.6178,0.7552
100544204,39.8921,-8.5448
100590485,39.9141,-7.4611
10411VB2,41.6728,2.2817
13442,35.7154,-5.9092
11543,37.9535,-1.2026
100590254,41.3199,1.753
100544202,39.6701,-8.8336
87210I20,45.6597,9.2353
13146,51.3982,8.5749
13584_00UR,42.8907,-2.1356
100574387,38.6845,-6.407
100589496,42.0107,2.8252
100546218,43.5276,1.5826
83921_06AM,46.2421,5.6294
100580652,39.5833,-0.283
25021217-RUTA1-20,41.3664,2.1646
100578385,28.4666,-16.2453
82198A,50.3268,11.8816
92398,40.9382,-8.621
100570258,41.1827,-8.2887
100587440,43.2891,0.1085
100590563,38.11,-3.0738
100578480,41.6615,-0.7666
100590115,38.028,-1.5139
13596_00LE,43.0556,-2.3314
91293,59.0452,9.6982
100544227,40.6493,-7.8545
100571927,28.9733,-13.5358
100590557,41.7081,-2.7754
82223,38.8493,-9.3215
100590252,38.7411,-0.9097
91199_17NA,52.0224,8.5349
13453_01HI,49.7683,15.9215
88869P62,40.2887,-7.4747
100590595,39.2744,-2.7735
100590503,28.1558,-15.4122
100521142,28.4976,-13.8738
100544225,38.7354,-9.3264
100590601,37.5733,-0.9119
100590570,42.4784,-2.4454
85329_02AT,51.1304,7.9246
100590586,43.5011,-8.1926
100571728,40.5971,-6.5239
91052_02SE,43.0391,25.1049
91218_00AS,57.7623,12.9753
83919_00PO,49.3543,0.5094
100529833,42.7046,2.8536
100590626,37.9381,-3.7375
13453_02BU,40.8686,-8.4616
13453_03OL,40.8437,-8.4754
100538821,41.1732,-2.4407
90095,44.7932,7.7558
25029704-RUTA1-20,42.5233,2.8122
12740,41.6636,-0.9323
40053,42.6939,-2.9626
100564532,50.8273,3.4989
87534,46.3577,11.0357
100533583,39.5173,3.0238
100586669,46.1557,-1.0943
100564772,39.1008,-9.243
100548446,38.4022,-1.0418
100590661,39.2014,-3.0019
100544227,40.6578,-7.8621
100590658,42.2969,-7.8714
10639_01RU,41.4971,2.0349
100590670,38.1224,-0.9168
100590712,42.3141,-5.5585
10411BB,41.4356,2.2211
25031896-RUTA1-20,42.5233,2.8122
100569052,42.9099,-8.7375
100590485,39.8816,-7.4394
25031898-RUTA1-20,42.5233,2.8122
100533030,41.1911,0.569
25031897-RUTA1-20,42.5233,2.8122
25031899-RUTA1-20,42.5233,2.8122
13081_02ED,52.0389,5.6068
91358_09BE,51.0438,7.6982
90557,46.1641,3.417
92255_00FI,45.6182,9.5498
100590721,40.344,-1.1158
100590736,43.3019,-8.3772
100586701,46.1789,1.965
12746_02AM,42.3465,-7.8009
100590745,37.3465,-6.0028
100589986,38.1726,-1.3866
88942_01CA,48.3838,2.9437
100500442,40.9769,0.8893
100563941,39.3354,-0.611
100548146,28.5215,-16.3365
13462_01KI,53.3728,-7.5001
91223,45.87,4.7004
100558971,39.9755,-0.1436
100590749,41.2331,-0.0462
100586743,42.7033,2.8598
100560739,42.7619,-7.5968
13621,41.5716,2.2444
100589421,42.2408,-7.825
100590800,42.3267,-5.2781
1604,38.737,-9.1629
13616,42.1337,-8.8011
12521,42.1528,2.4644
100588197,39.4751,-0.4348
92358,46.365,17.8187
100590776,40.642,-7.3215
100590819,40.0461,-2.9783
13608_01OL,41.2785,-4.6773
100590811,36.9458,-2.4378
100589480,37.9679,-3.9993
100590815,37.1856,-3.7778
100576315,42.0356,0.1269
100578005,28.3312,-16.3714
100549526,40.368,-1.1528
100590812,40.5005,0.1432
10411LS,40.6262,0.3047
85176,39.7122,-8.9239
100571778,41.9019,2.8095
100577762,39.7878,-5.6985
100547384,53.5899,-2.2262
91358_02BR,50.7559,10.3194
100550080,40.5836,0.4509
88807_00LO,46.5405,5.0347
12867_01AB,41.5203,1.8924
100590871,41.2195,-8.7045
100581708,28.0558,-16.6186
100571965,49.523,0.7517
100551494,39.5722,2.8246
12595A,47.4868,9.6815
13359_01DI,48.2051,10.0783
100590590,41.6859,-7.2307
100590932,42.1287,-3.5631
88869T,40.7095,-8.4883
100590875,40.1836,-5.8181
100540385,40.5602,-8.5565
100590903,42.6152,-1.0109
100573835,40.3837,-5.7661
100589888,41.656,-0.878
82012DE,49.3026,10.7422
25038125-RUTA1-20,41.3664,2.1646
100590707,41.8325,-1.5179
100537921,28.396,-16.5445
100590349,42.7622,-8.0197
100552525,38.6606,-8.1829
100590802,42.4167,-6.9831
91865MI,45.4956,8.9912
100590924,42.416,-3.1788
25038578-RUTA1-20,42.5233,2.8122
25038579-RUTA1-20,42.5233,2.8122
100569783,42.5339,-8.7836
25037109-RUTA1-20,41.3664,2.1646
100581431,40.3171,-7.5728
12611,39.3879,-0.4095
91358_00AL,51.2733,7.6739
12522_00AL,39.1314,-0.4124
100590615,37.4128,-1.5785
100590968,39.6195,-3.2043
13451,47.3703,1.7108
10411_17VI,41.3962,2.152
91199_20HA,52.0224,8.5349
100590957,40.1849,-6.1959
100590982,41.4923,0.8024
90061,45.6733,8.6171
100544565,41.1449,-8.2826
100544850,41.5868,-3.068
100590912,42.965,-7.0039
13620,38.7819,-9.3488
100538720,43.3862,-5.8224
100591005,40.5966,-3.5473
100590565,39.4399,-0.4828
100591015,37.2873,-1.9396
100591000,42.8276,-7.5149
100517318,41.5683,2.1809
100573016,28.7231,-13.8836
25041703-RUTA1-20,42.5233,2.8122
12640_00LR,42.441,-2.5803
25041705-RUTA1-20,42.5233,2.8122
2510264,52.3398,4.8738
1415,28.1581,-15.4106
13630,39.2887,-0.4408
88784_01LU,45.4148,5.7496
100578771,40.0693,-6.0078
100590993,43.1986,-7.2003
100590990,39.8779,-4.077
87388,45.6037,9.6634
84627I20,45.5592,9.2943
100591022,40.4622,-4.7685
100500954,41.1927,-6.6899
91513_03ES,46.7972,-1.1326
100531820,41.71,1.8496
100562912,42.8711,-8.0444
100591034,43.2429,-8.9005
100590973,41.8237,-4.5838
100591040,43.558,-5.9247
100001217,42.429,-2.2743
100577630,28.0581,-15.4408
100591041,42.1925,0.3373
100591027,42.5718,-0.5515
89799CO2,45.7776,9.1734
100539311,27.9018,-15.4463
100578422,28.0101,-16.6483
100552607,39.4469,-2.0914
